Település,Településtípus,2022-es helyezés a rangsorban,2022-es Indexpontszám,rangsor2014,index2014,Rangsor helyezés változása 2014-hez képest,Indexpontszám változása 2014-hez képest
Kővágótöttös,Kistelepülés,1763,"8,7",1907,"7,4",144,"-1,3"
Vasegerszeg,Kistelepülés,2230,8,1581,"7,7",-649,"-0,3"
Görcsönydoboka,Kistelepülés,1879,"8,5",2110,"7,1",231,"-1,4"
Katafa,Kistelepülés,1845,"8,6",1454,"7,9",-391,"-0,7"
Nemeskocs,Kistelepülés,1656,"8,8",2178,"7,1",522,"-1,7"
Ömböly,Kistelepülés,2780,"6,5",2582,"6,4",-198,"-0,1"
Hagyárosbörönd,Kistelepülés,1440,"9,1",1931,"7,3",491,"-1,8"
Hottó,Kistelepülés,1400,"9,2",1209,"8,2",-191,-1
Drávatamási,Kistelepülés,2448,"7,7",2375,"6,8",-73,"-0,9"
Nyőgér,Kistelepülés,1535,9,1326,"8,1",-209,"-0,9"
Beret,Kistelepülés,2840,"6,1",2584,"6,4",-256,"0,3"
Rózsafa,Kistelepülés,2633,"7,2",2170,"7,1",-463,"-0,1"
Szentbalázs,Kistelepülés,982,"9,9",188,"10,6",-794,"0,7"
Alsórajk,Kistelepülés,2702,"6,9",2591,"6,4",-111,"-0,5"
Lórév,Kistelepülés,1420,"9,2",917,"8,6",-503,"-0,6"
Zics,Kistelepülés,2327,"7,9",2585,"6,4",258,"-1,5"
Kismányok,Kistelepülés,2402,"7,7",2082,"7,2",-320,"-0,5"
Teklafalu,Kistelepülés,2757,"6,6",2482,"6,6",-275,0
Csempeszkopács,Kistelepülés,629,"10,9",1047,"8,4",418,"-2,5"
Csonkahegyhát,Kistelepülés,1081,"9,7",1023,"8,5",-58,"-1,2"
Kövegy,Kistelepülés,1607,"8,9",1671,"7,6",64,"-1,3"
Mőcsény,Kistelepülés,1742,"8,7",1852,"7,4",110,"-1,3"
Szarvaskő,Kistelepülés,146,"13,5",204,"10,5",58,-3
Császló,Kistelepülés,2474,"7,6",1973,"7,3",-501,"-0,3"
Kaposkeresztúr,Kistelepülés,2625,"7,2",2739,"5,9",114,"-1,3"
Martonyi,Kistelepülés,2268,8,2423,"6,7",155,"-1,3"
Old,Kistelepülés,2708,"6,9",2658,"6,3",-50,"-0,6"
Vaspör,Kistelepülés,2189,"8,1",1561,"7,7",-628,"-0,4"
Endrőc,Kistelepülés,2842,6,2786,"5,7",-56,"-0,3"
Gyugy,Kistelepülés,2638,"7,2",2754,"5,9",116,"-1,3"
Iszkáz,Kistelepülés,1428,"9,2",2134,"7,1",706,"-2,1"
Kazsok,Kistelepülés,2671,"7,1",2517,"6,6",-154,"-0,5"
Pénzesgyőr,Kistelepülés,2025,"8,3",2578,"6,4",553,"-1,9"
Sikátor,Kistelepülés,1856,"8,6",1610,"7,7",-246,"-0,9"
Tompaládony,Kistelepülés,2359,"7,8",2155,"7,1",-204,"-0,7"
Fancsal,Kistelepülés,1667,"8,8",1643,"7,7",-24,"-1,1"
Egyházasharaszti,Kistelepülés,2452,"7,7",1785,"7,5",-667,"-0,2"
Gadna,Kistelepülés,2883,"5,1",2878,"4,7",-5,"-0,4"
Hernádkércs,Kistelepülés,1255,"9,4",959,"8,6",-296,"-0,8"
Szilaspogony,Kistelepülés,2353,"7,9",2599,"6,4",246,"-1,5"
Mikosszéplak,Kistelepülés,2694,7,2717,"6,1",23,"-0,9"
Pinnye,Kistelepülés,1503,"9,1",1311,"8,1",-192,-1
Répcevis,Kistelepülés,1561,9,1166,"8,3",-395,"-0,7"
Köveskál,Kistelepülés,1027,"9,8",365,"9,8",-662,0
Oszlár,Kistelepülés,1366,"9,2",1943,"7,3",577,"-1,9"
Rádóckölked,Kistelepülés,2438,"7,7",1947,"7,3",-491,"-0,4"
Nemescsó,Kistelepülés,1963,"8,4",1911,"7,4",-52,-1
Bögöte,Kistelepülés,1560,9,1327,"8,1",-233,"-0,9"
Kisvaszar,Kistelepülés,2741,"6,8",2640,"6,3",-101,"-0,5"
Belecska,Kistelepülés,2690,7,2773,"5,8",83,"-1,2"
Dozmat,Kistelepülés,1079,"9,8",587,"9,3",-492,"-0,5"
Szentdénes,Kistelepülés,2644,"7,2",2323,"6,9",-321,"-0,3"
Botykapeterd,Kistelepülés,2668,"7,1",2363,"6,8",-305,"-0,3"
Hollókő,Kistelepülés,55,"15,4",8,"14,8",-47,"-0,6"
Kelevíz,Kistelepülés,2319,"7,9",2644,"6,3",325,"-1,6"
Koppányszántó,Kistelepülés,2418,"7,7",2612,"6,4",194,"-1,3"
Nyim,Kistelepülés,1850,"8,6",1948,"7,3",98,"-1,3"
Románd,Kistelepülés,1388,"9,2",1847,"7,4",459,"-1,8"
Gősfa,Kistelepülés,2195,"8,1",1767,"7,5",-428,"-0,6"
Kárász,Kistelepülés,1757,"8,7",940,"8,6",-817,"-0,1"
Kertészsziget,Kistelepülés,2433,"7,7",2549,"6,5",116,"-1,2"
Mikekarácsonyfa,Kistelepülés,2875,"5,5",2857,"5,1",-18,"-0,4"
Pápadereske,Kistelepülés,1993,"8,4",1845,"7,4",-148,-1
Fertőboz,Kistelepülés,1212,"9,5",1103,"8,3",-109,"-1,2"
Sajógalgóc,Kistelepülés,1605,"8,9",1935,"7,3",330,"-1,6"
Csákány,Kistelepülés,2729,"6,8",2687,"6,1",-42,"-0,7"
Megyehíd,Kistelepülés,1909,"8,5",2159,"7,1",250,"-1,4"
Pusztaottlaka,Kistelepülés,2171,"8,1",1808,"7,5",-363,"-0,6"
Uzsa,Kistelepülés,804,"10,3",803,"8,8",-1,"-1,5"
Bácsszőlős,Kistelepülés,2624,"7,2",2796,"5,6",172,"-1,6"
Bükkszentmárton,Kistelepülés,1277,"9,4",2222,7,945,"-2,4"
Nemesrádó,Kistelepülés,2406,"7,7",2090,"7,2",-316,"-0,5"
Szalatnak,Kistelepülés,1648,"8,8",1659,"7,6",11,"-1,2"
Egeraracsa,Kistelepülés,2297,"7,9",2243,7,-54,"-0,9"
Gadány,Kistelepülés,2609,"7,3",2654,"6,3",45,-1
Milejszeg,Kistelepülés,1803,"8,6",2317,"6,9",514,"-1,7"
Csataszög,Kistelepülés,2295,8,1126,"8,3",-1169,"0,3"
Erdősmecske,Kistelepülés,2468,"7,6",2397,"6,8",-71,"-0,8"
Rinyaújlak,Kistelepülés,2482,"7,6",1854,"7,4",-628,"-0,2"
Szamosbecs,Kistelepülés,1881,"8,5",1296,"8,1",-585,"-0,4"
Matty,Kistelepülés,2238,8,2434,"6,7",196,"-1,3"
Felsőmocsolád,Kistelepülés,1876,"8,5",1971,"7,3",95,"-1,2"
Magosliget,Kistelepülés,2317,"7,9",2193,7,-124,"-0,9"
Mencshely,Kistelepülés,707,"10,6",1983,"7,3",1276,"-3,3"
Tiszavalk,Kistelepülés,1014,"9,9",1041,"8,4",27,"-1,5"
Dámóc,Kistelepülés,2812,"6,3",2837,"5,3",25,-1
Hegymagas,Kistelepülés,1326,"9,3",1426,"7,9",100,"-1,4"
Lesencefalu,Kistelepülés,2245,8,2526,"6,5",281,"-1,5"
Nemessándorháza,Kistelepülés,1938,"8,5",771,"8,9",-1167,"0,4"
Petrivente,Kistelepülés,1844,"8,6",1371,8,-473,"-0,6"
Hencse,Kistelepülés,2183,"8,1",2541,"6,5",358,"-1,6"
Kőszegdoroszló,Kistelepülés,1651,"8,8",1540,"7,8",-111,-1
Nagytótfalu,Kistelepülés,2647,"7,2",2726,6,79,"-1,2"
Vasalja,Kistelepülés,2147,"8,2",1897,"7,4",-250,"-0,8"
Nagykinizs,Kistelepülés,2343,"7,9",2083,"7,2",-260,"-0,7"
Szenyér,Kistelepülés,2743,"6,7",2707,"6,1",-36,"-0,6"
Bakonypéterd,Kistelepülés,1498,"9,1",2039,"7,2",541,"-1,9"
Bódvalenke,Kistelepülés,2884,5,2875,"4,7",-9,"-0,3"
Kissikátor,Kistelepülés,2560,"7,4",2186,"7,1",-374,"-0,3"
Dörgicse,Kistelepülés,206,"12,9",391,"9,8",185,"-3,1"
Füzérradvány,Kistelepülés,2272,8,2294,"6,9",22,"-1,1"
Ősagárd,Kistelepülés,1886,"8,5",1751,"7,5",-135,-1
Told,Kistelepülés,2773,"6,5",2713,"6,1",-60,"-0,4"
Bélavár,Kistelepülés,1960,"8,4",2369,"6,8",409,"-1,6"
Nemeshetés,Kistelepülés,2111,"8,2",1536,"7,8",-575,"-0,4"
Cák,Kistelepülés,1513,9,610,"9,2",-903,"0,2"
Csehbánya,Kistelepülés,1430,"9,2",1459,"7,9",29,"-1,3"
Oroszló,Kistelepülés,2084,"8,3",2394,"6,8",310,"-1,5"
Pápoc,Kistelepülés,2407,"7,7",1634,"7,7",-773,0
Szente,Kistelepülés,539,"11,2",1904,"7,4",1365,"-3,8"
Bozzai,Kistelepülés,2396,"7,8",2500,"6,6",104,"-1,2"
Egyházashetye,Kistelepülés,1706,"8,7",1345,8,-361,"-0,7"
Gordisa,Kistelepülés,2737,"6,8",2664,"6,2",-73,"-0,6"
Kisszékely,Kistelepülés,1906,"8,5",2211,7,305,"-1,5"
Korlát,Kistelepülés,2574,"7,4",2475,"6,6",-99,"-0,8"
Mucsfa,Kistelepülés,2506,"7,6",2504,"6,6",-2,-1
Bocska,Kistelepülés,2611,"7,3",2451,"6,7",-160,"-0,6"
Fedémes,Kistelepülés,2658,"7,1",2278,"6,9",-380,"-0,2"
Füzérkomlós,Kistelepülés,1766,"8,7",273,"10,2",-1493,"1,5"
Örménykút,Kistelepülés,913,"10,1",2041,"7,2",1128,"-2,9"
Drágszél,Kistelepülés,2172,"8,1",2092,"7,2",-80,"-0,9"
Magyarmecske,Kistelepülés,2169,"8,1",1754,"7,5",-415,"-0,6"
Szebény,Kistelepülés,2264,8,2196,7,-68,-1
Nagyváty,Kistelepülés,2740,"6,8",2468,"6,6",-272,"-0,2"
Tömörd,Kistelepülés,1898,"8,5",2066,"7,2",168,"-1,3"
Vilyvitány,Kistelepülés,2550,"7,4",2343,"6,9",-207,"-0,5"
Kistótfalu,Kistelepülés,1925,"8,5",1970,"7,3",45,"-1,2"
Zalaszentjakab,Kistelepülés,2607,"7,3",2528,"6,5",-79,"-0,8"
Sopronnémeti,Kistelepülés,1383,"9,2",1235,"8,2",-148,-1
Szamostatárfalva,Kistelepülés,2648,"7,2",2492,"6,6",-156,"-0,6"
Zádor,Kistelepülés,2742,"6,8",2627,"6,3",-115,"-0,5"
Kátoly,Kistelepülés,2409,"7,7",2545,"6,5",136,"-1,2"
Kisnamény,Kistelepülés,2654,"7,1",2666,"6,2",12,"-0,9"
Lovászhetény,Kistelepülés,2778,"6,5",2762,"5,8",-16,"-0,7"
Sobor,Kistelepülés,1759,"8,7",1635,"7,7",-124,-1
Ukk,Kistelepülés,1573,9,1655,"7,6",82,"-1,4"
Fonó,Kistelepülés,1746,"8,7",2177,"7,1",431,"-1,6"
Hetefejércse,Kistelepülés,2587,"7,3",2611,"6,4",24,"-0,9"
Szilágy,Kistelepülés,2494,"7,6",2465,"6,6",-29,-1
Tormásliget,Kistelepülés,2388,"7,8",2416,"6,7",28,"-1,1"
Vászoly,Kistelepülés,949,10,1583,"7,7",634,"-2,3"
Alsódobsza,Kistelepülés,1078,"9,8",1025,"8,5",-53,"-1,3"
Téseny,Kistelepülés,2861,"5,8",2836,"5,4",-25,"-0,4"
Tiszabábolna,Kistelepülés,310,"12,3",1114,"8,3",804,-4
Karakószörcsök,Kistelepülés,2384,"7,8",2315,"6,9",-69,"-0,9"
Pácsony,Kistelepülés,2486,"7,6",1890,"7,4",-596,"-0,2"
Kacsóta,Kistelepülés,2048,"8,3",1954,"7,3",-94,-1
Nagyhajmás,Kistelepülés,1683,"8,8",2210,7,527,"-1,8"
Nemeskeresztúr,Kistelepülés,2285,8,2347,"6,8",62,"-1,2"
Kásád,Kistelepülés,2588,"7,3",2088,"7,2",-500,"-0,1"
Patapoklosi,Kistelepülés,2831,"6,1",2767,"5,8",-64,"-0,3"
Borsodgeszt,Kistelepülés,1005,"9,9",1523,"7,8",518,"-2,1"
Garé,Kistelepülés,2652,"7,1",2648,"6,3",-4,"-0,8"
Somlójenő,Kistelepülés,2365,"7,8",2438,"6,7",73,"-1,1"
Hejőkürt,Kistelepülés,192,13,890,"8,7",698,"-4,3"
Csabaszabadi,Kistelepülés,2235,8,1868,"7,4",-367,"-0,6"
Kérsemjén,Kistelepülés,2444,"7,7",2166,"7,1",-278,"-0,6"
Nyomár,Kistelepülés,2421,"7,7",2085,"7,2",-336,"-0,5"
Patalom,Kistelepülés,2030,"8,3",2181,"7,1",151,"-1,2"
Uppony,Kistelepülés,1871,"8,5",1717,"7,6",-154,"-0,9"
Dövény,Kistelepülés,2437,"7,7",2359,"6,8",-78,"-0,9"
Dunaremete,Kistelepülés,1520,9,1086,"8,4",-434,"-0,6"
Kistormás,Kistelepülés,1658,"8,8",1937,"7,3",279,"-1,5"
Pötréte,Kistelepülés,2379,"7,8",1816,"7,5",-563,"-0,3"
Kispáli,Kistelepülés,1210,"9,5",1710,"7,6",500,"-1,9"
Böde,Kistelepülés,1901,"8,5",2084,"7,2",183,"-1,3"
Bugacpusztaháza,Kistelepülés,2146,"8,2",2502,"6,6",356,"-1,6"
Gyügye,Kistelepülés,2286,8,2415,"6,7",129,"-1,3"
Vámoscsalád,Kistelepülés,2036,"8,3",1096,"8,4",-940,"0,1"
Alsómocsolád,Kistelepülés,474,"11,4",211,"10,5",-263,"-0,9"
Csömend,Kistelepülés,2219,"8,1",2471,"6,6",252,"-1,5"
Kerkabarabás,Kistelepülés,2239,8,2274,"6,9",35,"-1,1"
Kislippó,Kistelepülés,2385,"7,8",2484,"6,6",99,"-1,2"
Magyarnádalja,Kistelepülés,2429,"7,7",2384,"6,8",-45,"-0,9"
Olcsvaapáti,Kistelepülés,2058,"8,3",1961,"7,3",-97,-1
Döbrönte,Kistelepülés,1263,"9,4",743,"8,9",-520,"-0,5"
Udvari,Kistelepülés,2754,"6,6",2674,"6,2",-80,"-0,4"
Bedő,Kistelepülés,887,"10,1",1878,"7,4",991,"-2,7"
Heresznye,Kistelepülés,2313,"7,9",2385,"6,8",72,"-1,1"
Lácacséke,Kistelepülés,2532,"7,5",2776,"5,8",244,"-1,7"
Répceszemere,Kistelepülés,1333,"9,3",1546,"7,8",213,"-1,5"
Pusztacsalád,Kistelepülés,2168,"8,2",2133,"7,1",-35,"-1,1"
Ládbesenyő,Kistelepülés,1964,"8,4",2201,7,237,"-1,4"
Mesteri,Kistelepülés,2293,8,2103,"7,2",-190,"-0,8"
Szőkedencs,Kistelepülés,2330,"7,9",2340,"6,9",10,-1
Veszprémgalsa,Kistelepülés,2063,"8,3",2404,"6,8",341,"-1,5"
Csibrák,Kistelepülés,2598,"7,3",2619,"6,4",21,"-0,9"
Bakóca,Kistelepülés,2220,"8,1",2118,"7,1",-102,-1
Csombárd,Kistelepülés,1815,"8,6",1275,"8,1",-540,"-0,5"
Iklódbördőce,Kistelepülés,2156,"8,2",2218,7,62,"-1,2"
Mánd,Kistelepülés,1951,"8,5",1351,8,-600,"-0,5"
Drávapalkonya,Kistelepülés,2836,"6,1",2790,"5,6",-46,"-0,5"
Hásságy,Kistelepülés,1128,"9,7",1528,"7,8",400,"-1,9"
Balatoncsicsó,Kistelepülés,920,10,1915,"7,3",995,"-2,7"
Ganna,Kistelepülés,1146,"9,6",1435,"7,9",289,"-1,7"
Halogy,Kistelepülés,2666,"7,1",2030,"7,2",-636,"0,1"
Hegyhátszentjakab,Kistelepülés,1269,"9,4",716,"8,9",-553,"-0,5"
Magyarsarlós,Kistelepülés,1977,"8,4",1777,"7,5",-200,"-0,9"
Misefa,Kistelepülés,1274,"9,4",1420,"7,9",146,"-1,5"
Árpás,Kistelepülés,1240,"9,4",1082,"8,4",-158,-1
Diósberény,Kistelepülés,1533,9,2123,"7,1",590,"-1,9"
Nagygeresd,Kistelepülés,2547,"7,4",2453,"6,7",-94,"-0,7"
Szabadi,Kistelepülés,2055,"8,3",2445,"6,7",390,"-1,6"
Veszprémfajsz,Kistelepülés,2301,"7,9",2130,"7,1",-171,"-0,8"
Erzsébet,Kistelepülés,1700,"8,8",1834,"7,4",134,"-1,4"
Felsőmarác,Kistelepülés,1860,"8,6",1899,"7,4",39,"-1,2"
Porrogszentkirály,Kistelepülés,1479,"9,1",2567,"6,5",1088,"-2,6"
Pósfa,Kistelepülés,1599,"8,9",1905,"7,4",306,"-1,5"
Závod,Kistelepülés,2136,"8,2",2255,7,119,"-1,2"
Szergény,Kistelepülés,2312,"7,9",2295,"6,9",-17,-1
Kishuta,Kistelepülés,2200,"8,1",1866,"7,4",-334,"-0,7"
Szegi,Kistelepülés,884,"10,1",997,"8,5",113,"-1,6"
Miszla,Kistelepülés,2216,"8,1",1682,"7,6",-534,"-0,5"
Nemesrempehollós,Kistelepülés,2411,"7,7",2175,"7,1",-236,"-0,6"
Sáska,Kistelepülés,2496,"7,6",2536,"6,5",40,"-1,1"
Bókaháza,Kistelepülés,1521,9,1807,"7,5",286,"-1,5"
Viszák,Kistelepülés,1516,9,1075,"8,4",-441,"-0,6"
Abaújvár,Kistelepülés,2420,"7,7",1732,"7,6",-688,"-0,1"
Mátyus,Kistelepülés,2686,7,2583,"6,4",-103,"-0,6"
Újireg,Kistelepülés,1900,"8,5",2216,7,316,"-1,5"
Bakonyszücs,Kistelepülés,1495,"9,1",1491,"7,8",-4,"-1,3"
Detek,Kistelepülés,2528,"7,5",1869,"7,4",-659,"-0,1"
Folyás,Kistelepülés,2503,"7,6",2598,"6,4",95,"-1,2"
Kéked,Kistelepülés,2017,"8,4",1769,"7,5",-248,"-0,9"
Lénárddaróc,Kistelepülés,2674,"7,1",2688,"6,1",14,-1
Nemesszentandrás,Kistelepülés,1872,"8,5",2061,"7,2",189,"-1,3"
Pórszombat,Kistelepülés,1781,"8,6",1944,"7,3",163,"-1,3"
Rakacaszend,Kistelepülés,2864,"5,7",2853,"5,2",-11,"-0,5"
Zalaszentlőrinc,Kistelepülés,1253,"9,4",1230,"8,2",-23,"-1,2"
Zók,Kistelepülés,2649,"7,2",2009,"7,2",-640,0
Kenéz,Kistelepülés,1917,"8,5",2429,"6,7",512,"-1,8"
Mekényes,Kistelepülés,2085,"8,3",2285,"6,9",200,"-1,4"
Gelsesziget,Kistelepülés,2391,"7,8",2268,"6,9",-123,"-0,9"
Hollád,Kistelepülés,2510,"7,5",2481,"6,6",-29,"-0,9"
Szulimán,Kistelepülés,2685,7,2720,6,35,-1
Gyöngyösmellék,Kistelepülés,1712,"8,7",2759,"5,8",1047,"-2,9"
Monaj,Kistelepülés,2551,"7,4",2537,"6,5",-14,"-0,9"
Homokkomárom,Kistelepülés,2110,"8,2",2235,7,125,"-1,2"
Négyes,Kistelepülés,517,"11,2",728,"8,9",211,"-2,3"
Pamuk,Kistelepülés,2493,"7,6",2789,"5,6",296,-2
Nagyrákos,Kistelepülés,1576,9,1495,"7,8",-81,"-1,2"
Szentliszló,Kistelepülés,2344,"7,9",2296,"6,9",-48,-1
Tormás,Kistelepülés,2518,"7,5",2494,"6,6",-24,"-0,9"
Dubicsány,Kistelepülés,1297,"9,4",1095,"8,4",-202,-1
Raposka,Kistelepülés,2079,"8,3",2143,"7,1",64,"-1,2"
Merenye,Kistelepülés,2722,"6,9",2653,"6,3",-69,"-0,6"
Nemespátró,Kistelepülés,2440,"7,7",2432,"6,7",-8,-1
Túrony,Kistelepülés,2523,"7,5",2480,"6,6",-43,"-0,9"
Patosfa,Kistelepülés,2566,"7,4",2600,"6,4",34,-1
Szentistvánbaksa,Kistelepülés,2144,"8,2",1849,"7,4",-295,"-0,8"
Kisdobsza,Kistelepülés,2069,"8,3",1843,"7,4",-226,"-0,9"
Nagykeresztúr,Kistelepülés,1606,"8,9",1686,"7,6",80,"-1,3"
Resznek,Kistelepülés,1675,"8,8",2396,"6,8",721,-2
Sámsonháza,Kistelepülés,1129,"9,7",2087,"7,2",958,"-2,5"
Gerényes,Kistelepülés,2752,"6,6",2709,"6,1",-43,"-0,5"
Palkonya,Kistelepülés,1292,"9,4",813,"8,8",-479,"-0,6"
Rátót,Kistelepülés,875,"10,1",1285,"8,1",410,-2
Béb,Kistelepülés,1546,9,1657,"7,6",111,"-1,4"
Köcsk,Kistelepülés,1968,"8,4",2316,"6,9",348,"-1,5"
Sárazsadány,Kistelepülés,2252,8,929,"8,6",-1323,"0,6"
Szűr,Kistelepülés,1559,9,1825,"7,4",266,"-1,6"
Újvárfalva,Kistelepülés,2311,"7,9",2571,"6,5",260,"-1,4"
Kávás,Kistelepülés,1836,"8,6",1662,"7,6",-174,-1
Aka,Kistelepülés,1722,"8,7",2011,"7,2",289,"-1,5"
Bodmér,Kistelepülés,636,"10,8",1805,"7,5",1169,"-3,3"
Kemestaródfa,Kistelepülés,1622,"8,9",1532,"7,8",-90,"-1,1"
Csatka,Kistelepülés,1510,9,1622,"7,7",112,"-1,3"
Hirics,Kistelepülés,2756,"6,6",2783,"5,7",27,"-0,9"
Lothárd,Kistelepülés,1311,"9,3",1332,8,21,"-1,3"
Hernádcéce,Kistelepülés,2833,"6,1",2755,"5,9",-78,"-0,2"
Magyarszombatfa,Kistelepülés,1351,"9,3",967,"8,5",-384,"-0,8"
Zselickisfalud,Kistelepülés,1048,"9,8",1654,"7,6",606,"-2,2"
Csehi,Kistelepülés,2556,"7,4",2603,"6,4",47,-1
Felsőberecki,Kistelepülés,2424,"7,7",2456,"6,7",32,-1
Kisbabot,Kistelepülés,1528,9,1341,8,-187,-1
Szárazd,Kistelepülés,2682,7,2604,"6,4",-78,"-0,6"
Kovácshida,Kistelepülés,2580,"7,4",2490,"6,6",-90,"-0,8"
Lispeszentadorján,Kistelepülés,2023,"8,4",2176,"7,1",153,"-1,3"
Hermánszeg,Kistelepülés,2478,"7,6",2106,"7,1",-372,"-0,5"
Alsótold,Kistelepülés,383,"11,9",399,"9,7",16,"-2,2"
Komlóska,Kistelepülés,1183,"9,6",508,"9,4",-675,"-0,2"
Zalaerdőd,Kistelepülés,2358,"7,8",2322,"6,9",-36,"-0,9"
Kastélyosdombó,Kistelepülés,2620,"7,3",2470,"6,6",-150,"-0,7"
Magyarszentmiklós,Kistelepülés,1730,"8,7",2105,"7,1",375,"-1,6"
Zala,Kistelepülés,1541,9,2620,"6,4",1079,"-2,6"
Csáfordjánosfa,Kistelepülés,2663,"7,1",2366,"6,8",-297,"-0,3"
Duka,Kistelepülés,1889,"8,5",2360,"6,8",471,"-1,7"
Kisszentmárton,Kistelepülés,2653,"7,1",2371,"6,8",-282,"-0,3"
Sorkikápolna,Kistelepülés,1558,9,1287,"8,1",-271,"-0,9"
Illocska,Kistelepülés,2839,"6,1",2732,"5,9",-107,"-0,2"
Kilimán,Kistelepülés,2233,8,2026,"7,2",-207,"-0,8"
Szegilong,Kistelepülés,1512,9,1330,8,-182,-1
Andrásfa,Kistelepülés,2472,"7,6",2131,"7,1",-341,"-0,5"
Bogdása,Kistelepülés,2650,"7,2",2266,7,-384,"-0,2"
Jósvafő,Kistelepülés,553,"11,1",614,"9,2",61,"-1,9"
Tiszatardos,Kistelepülés,1727,"8,7",1483,"7,8",-244,"-0,9"
Damak,Kistelepülés,2392,"7,8",2102,"7,2",-290,"-0,6"
Dúzs,Kistelepülés,2197,"8,1",2510,"6,6",313,"-1,5"
Kerecseny,Kistelepülés,2589,"7,3",2715,"6,1",126,"-1,2"
Kiskassa,Kistelepülés,2541,"7,4",2190,7,-351,"-0,4"
Mindszentkálla,Kistelepülés,1109,"9,7",1676,"7,6",567,"-2,1"
Oltárc,Kistelepülés,2670,"7,1",2670,"6,2",0,"-0,9"
Tarnaszentmária,Kistelepülés,736,"10,5",1851,"7,4",1115,"-3,1"
Borgáta,Kistelepülés,1063,"9,8",1467,"7,9",404,"-1,9"
Nagypirit,Kistelepülés,2305,"7,9",1831,"7,4",-474,"-0,5"
Bonnya,Kistelepülés,1624,"8,9",2345,"6,8",721,"-2,1"
Hajmás,Kistelepülés,2590,"7,3",2476,"6,6",-114,"-0,7"
Kissomlyó,Kistelepülés,1649,"8,8",2194,7,545,"-1,8"
Alsóbogát,Kistelepülés,2414,"7,7",2337,"6,9",-77,"-0,8"
Márkháza,Kistelepülés,1778,"8,6",2643,"6,3",865,"-2,3"
Somogyviszló,Kistelepülés,2776,"6,5",2483,"6,6",-293,"0,1"
Zsujta,Kistelepülés,1825,"8,6",1730,"7,6",-95,-1
Jágónak,Kistelepülés,2751,"6,7",2734,"5,9",-17,"-0,8"
Nemeske,Kistelepülés,2746,"6,7",2809,"5,6",63,"-1,1"
Piskó,Kistelepülés,2758,"6,6",2765,"5,8",7,"-0,8"
Sóstófalva,Kistelepülés,1894,"8,5",2101,"7,2",207,"-1,3"
Gálosfa,Kistelepülés,1864,"8,6",2053,"7,2",189,"-1,4"
Hejce,Kistelepülés,1384,"9,2",1508,"7,8",124,"-1,4"
Kisecset,Kistelepülés,2210,"8,1",2724,6,514,"-2,1"
Lulla,Kistelepülés,1808,"8,6",2378,"6,8",570,"-1,8"
Polány,Kistelepülés,1501,"9,1",2301,"6,9",800,"-2,2"
Bakonyszentiván,Kistelepülés,2346,"7,9",2579,"6,4",233,"-1,5"
Cserénfa,Kistelepülés,2107,"8,2",2348,"6,8",241,"-1,4"
Murarátka,Kistelepülés,2350,"7,9",2341,"6,9",-9,-1
Abaújszolnok,Kistelepülés,2878,"5,4",2874,"4,8",-4,"-0,6"
Tiszacsécse,Kistelepülés,1959,"8,4",1613,"7,7",-346,"-0,7"
Rábatöttös,Kistelepülés,1681,"8,8",1575,"7,7",-106,"-1,1"
Ellend,Kistelepülés,1432,"9,2",2362,"6,8",930,"-2,4"
Horvátlövő,Kistelepülés,2318,"7,9",1188,"8,2",-1130,"0,3"
Szakadát,Kistelepülés,2300,"7,9",830,"8,8",-1470,"0,9"
Villánykövesd,Kistelepülés,673,"10,7",1453,"7,9",780,"-2,8"
Hernádpetri,Kistelepülés,2816,"6,3",2743,"5,9",-73,"-0,4"
Martonfa,Kistelepülés,903,"10,1",1269,"8,1",366,-2
Őrimagyarósd,Kistelepülés,2487,"7,6",2065,"7,2",-422,"-0,4"
Békás,Kistelepülés,2020,"8,4",2174,"7,1",154,"-1,3"
Nyugotszenterzsébet,Kistelepülés,2862,"5,8",2823,"5,5",-39,"-0,3"
Gagyvendégi,Kistelepülés,2735,"6,8",2705,"6,1",-30,"-0,7"
Peterd,Kistelepülés,2539,"7,4",2569,"6,5",30,"-0,9"
Tomor,Kistelepülés,2062,"8,3",1819,"7,5",-243,"-0,8"
Tornaszentjakab,Kistelepülés,2632,"7,2",2610,"6,4",-22,"-0,8"
Vinár,Kistelepülés,2281,8,2058,"7,2",-223,"-0,8"
Chernelházadamonya,Kistelepülés,1978,"8,4",2016,"7,2",38,"-1,2"
Egeralja,Kistelepülés,1822,"8,6",2051,"7,2",229,"-1,4"
Zajk,Kistelepülés,2781,"6,5",2803,"5,6",22,"-0,9"
Zsédeny,Kistelepülés,1931,"8,5",2209,7,278,"-1,5"
Bisse,Kistelepülés,2236,8,2293,"6,9",57,"-1,1"
Felsőgagy,Kistelepülés,2788,"6,5",2834,"5,4",46,"-1,1"
Zaláta,Kistelepülés,2525,"7,5",2462,"6,7",-63,"-0,8"
Bucsuta,Kistelepülés,1852,"8,6",1591,"7,7",-261,"-0,9"
Hernádszurdok,Kistelepülés,1161,"9,6",1709,"7,6",548,-2
Vének,Kistelepülés,864,"10,1",827,"8,8",-37,"-1,3"
Szaporca,Kistelepülés,2513,"7,5",2625,"6,3",112,"-1,2"
Tótújfalu,Kistelepülés,2811,"6,3",2785,"5,7",-26,"-0,6"
Meszlen,Kistelepülés,1610,"8,9",2158,"7,1",548,"-1,8"
