Település,Településtípus,Év,Rangsor
Pogányszentpéter,Kistelepülés,2022,2016
Izmény,Kistelepülés,2022,2499
Szőc,Kistelepülés,2022,2554
Újbarok,Kistelepülés,2022,1411
Vámosoroszi,Kistelepülés,2022,1545
Csesznek,Kistelepülés,2022,1064
Szalmatercs,Kistelepülés,2022,1716
Krasznokvajda,Kistelepülés,2022,1352
Mátraszentimre,Kistelepülés,2022,44
Aggtelek,Kistelepülés,2022,719
Klárafalva,Kistelepülés,2022,753
Rábaszentandrás,Kistelepülés,2022,912
Újiráz,Kistelepülés,2022,1306
Zaránk,Kistelepülés,2022,2186
Sántos,Kistelepülés,2022,1397
Kisharsány,Kistelepülés,2022,2158
Nagyszekeres,Kistelepülés,2022,2046
Fáj,Kistelepülés,2022,2869
Fehértó,Kistelepülés,2022,2135
Géberjén,Kistelepülés,2022,943
Balatonszepezd,Kistelepülés,2022,30
Drávafok,Kistelepülés,2022,2441
Legénd,Kistelepülés,2022,1190
Doba,Kistelepülés,2022,1320
Mályinka,Kistelepülés,2022,1113
Salköveskút,Kistelepülés,2022,1627
Törökkoppány,Kistelepülés,2022,1021
Vízvár,Kistelepülés,2022,830
Sajólászlófalva,Kistelepülés,2022,1509
Hidegkút,Kistelepülés,2022,1089
Mátételke,Kistelepülés,2022,2325
Balatonújlak,Kistelepülés,2022,1354
Kemendollár,Kistelepülés,2022,1835
Nógrádmarcal,Kistelepülés,2022,2184
Zubogy,Kistelepülés,2022,2090
Somogymeggyes,Kistelepülés,2022,2289
Kapolcs,Kistelepülés,2022,318
Kétbodony,Kistelepülés,2022,638
Szakáld,Kistelepülés,2022,908
Helesfa,Kistelepülés,2022,2489
Kisunyom,Kistelepülés,2022,535
Kács,Kistelepülés,2022,451
Zádorfalva,Kistelepülés,2022,2797
Zalaszentgyörgy,Kistelepülés,2022,1071
Károlyháza,Kistelepülés,2022,1142
Szakony,Kistelepülés,2022,1955
Hetvehely,Kistelepülés,2022,1755
Körösnagyharsány,Kistelepülés,2022,1266
Magyarszerdahely,Kistelepülés,2022,1527
Somogytúr,Kistelepülés,2022,1758
Nagyszakácsi,Kistelepülés,2022,2623
Répáshuta,Kistelepülés,2022,883
Bakonyoszlop,Kistelepülés,2022,1499
Hét,Kistelepülés,2022,2323
Sajónémeti,Kistelepülés,2022,2456
Sávoly,Kistelepülés,2022,1966
Lakhegy,Kistelepülés,2022,1807
Csanádalberti,Kistelepülés,2022,1723
Kémes,Kistelepülés,2022,1471
Telekes,Kistelepülés,2022,2605
Gasztony,Kistelepülés,2022,1496
Lövőpetri,Kistelepülés,2022,2005
Magyarkeresztúr,Kistelepülés,2022,2208
Őrtilos,Kistelepülés,2022,1814
Zalagyömörő,Kistelepülés,2022,2071
Ordas,Kistelepülés,2022,2026
Kamond,Kistelepülés,2022,2713
Ambrózfalva,Kistelepülés,2022,1693
Kelemér,Kistelepülés,2022,2779
Nagyrada,Kistelepülés,2022,1692
Kám,Kistelepülés,2022,1095
Tiszacsermely,Kistelepülés,2022,2616
Tekenye,Kistelepülés,2022,1601
Várda,Kistelepülés,2022,1611
Iharos,Kistelepülés,2022,1999
Kisbucsa,Kistelepülés,2022,1997
Léh,Kistelepülés,2022,2530
Dióskál,Kistelepülés,2022,2103
Ipolytarnóc,Kistelepülés,2022,1441
Kup,Kistelepülés,2022,1833
Benk,Kistelepülés,2022,2549
Sajósenye,Kistelepülés,2022,1645
Zselicszentpál,Kistelepülés,2022,866
Bejcgyertyános,Kistelepülés,2022,2352
Sumony,Kistelepülés,2022,2709
Tarjánpuszta,Kistelepülés,2022,1285
Ipolydamásd,Kistelepülés,2022,1032
Somogygeszti,Kistelepülés,2022,2683
Esztergályhorváti,Kistelepülés,2022,1805
Kéleshalom,Kistelepülés,2022,2615
Magyarszecsőd,Kistelepülés,2022,604
Zengővárkony,Kistelepülés,2022,1583
Zselickislak,Kistelepülés,2022,1530
Almamellék,Kistelepülés,2022,1912
Bazsi,Kistelepülés,2022,2207
Alibánfa,Kistelepülés,2022,2114
Móricgát,Kistelepülés,2022,2736
Várbalog,Kistelepülés,2022,1229
Alsószuha,Kistelepülés,2022,2782
Pethőhenye,Kistelepülés,2022,2159
Boda,Kistelepülés,2022,1035
Kánya,Kistelepülés,2022,1621
Balatonmagyaród,Kistelepülés,2022,556
Mucsi,Kistelepülés,2022,2698
Hegyszentmárton,Kistelepülés,2022,2481
Kisbágyon,Kistelepülés,2022,879
Ráksi,Kistelepülés,2022,1638
Pusztamiske,Kistelepülés,2022,2480
Csoma,Kistelepülés,2022,2043
Mosonudvar,Kistelepülés,2022,881
Nyíri,Kistelepülés,2022,1685
Csém,Kistelepülés,2022,2108
Molnaszecsőd,Kistelepülés,2022,1283
Pankasz,Kistelepülés,2022,1122
Siklósnagyfalu,Kistelepülés,2022,2867
Szarvasgede,Kistelepülés,2022,780
Völcsej,Kistelepülés,2022,1553
Boncodfölde,Kistelepülés,2022,1237
Dabronc,Kistelepülés,2022,1771
Vasasszonyfa,Kistelepülés,2022,1617
Dénesfa,Kistelepülés,2022,2167
Fülesd,Kistelepülés,2022,2130
Pásztori,Kistelepülés,2022,2383
Tengőd,Kistelepülés,2022,2501
Baranyajenő,Kistelepülés,2022,2727
Dabrony,Kistelepülés,2022,2201
Árpádhalom,Kistelepülés,2022,2112
Márok,Kistelepülés,2022,1398
Rinyaszentkirály,Kistelepülés,2022,2852
Tiszainoka,Kistelepülés,2022,2354
Zajta,Kistelepülés,2022,2024
Egyházasdengeleg,Kistelepülés,2022,975
Gecse,Kistelepülés,2022,2257
Vasszilvágy,Kistelepülés,2022,1991
Bakonybánk,Kistelepülés,2022,2164
Csipkerek,Kistelepülés,2022,2386
Mónosbél,Kistelepülés,2022,1673
Szemere,Kistelepülés,2022,2656
Páli,Kistelepülés,2022,1729
Szamoskér,Kistelepülés,2022,2509
Boldogasszonyfa,Kistelepülés,2022,2166
Olaszfa,Kistelepülés,2022,2336
Csertő,Kistelepülés,2022,2129
Eperjes,Kistelepülés,2022,1234
Szécsényfelfalu,Kistelepülés,2022,1169
Révleányvár,Kistelepülés,2022,2278
Rigyác,Kistelepülés,2022,1958
Táska,Kistelepülés,2022,2462
Ipolytölgyes,Kistelepülés,2022,874
Apátistvánfalva,Kistelepülés,2022,2259
Bonyhádvarasd,Kistelepülés,2022,2148
Gige,Kistelepülés,2022,2806
Bikács,Kistelepülés,2022,2188
Bodrog,Kistelepülés,2022,1591
Borjád,Kistelepülés,2022,1482
Bögöt,Kistelepülés,2022,1816
Nagyszékely,Kistelepülés,2022,2174
Bakonypölöske,Kistelepülés,2022,2469
Bogádmindszent,Kistelepülés,2022,2151
Csárdaszállás,Kistelepülés,2022,1506
Cserdi,Kistelepülés,2022,2856
Bátor,Kistelepülés,2022,906
Bolhás,Kistelepülés,2022,2113
Bér,Kistelepülés,2022,1941
Kisbodak,Kistelepülés,2022,1374
Jászivány,Kistelepülés,2022,2196
Mecsekpölöske,Kistelepülés,2022,2038
Pölöskefő,Kistelepülés,2022,2018
Farkasgyepű,Kistelepülés,2022,646
Velem,Kistelepülés,2022,119
Zákányfalu,Kistelepülés,2022,1301
Gyóró,Kistelepülés,2022,2154
Nemeskolta,Kistelepülés,2022,2250
Sajtoskál,Kistelepülés,2022,1448
Tokorcs,Kistelepülés,2022,1934
Csitár,Kistelepülés,2022,2426
Kisdombegyház,Kistelepülés,2022,2302
Liget,Kistelepülés,2022,2267
Pusztaszemes,Kistelepülés,2022,1642
Ziliz,Kistelepülés,2022,1764
Hács,Kistelepülés,2022,2626
Bozsok,Kistelepülés,2022,1465
Drávasztára,Kistelepülés,2022,2442
Kemenespálfa,Kistelepülés,2022,2371
Somodor,Kistelepülés,2022,1943
Csörnyeföld,Kistelepülés,2022,2143
Nagylak,Kistelepülés,2022,734
Bedegkér,Kistelepülés,2022,2593
Újtelek,Kistelepülés,2022,2077
Liszó,Kistelepülés,2022,2176
Sajókápolna,Kistelepülés,2022,1982
Somogyhárságy,Kistelepülés,2022,2067
Garadna,Kistelepülés,2022,1752
Zalaháshágy,Kistelepülés,2022,2254
Nagybakónak,Kistelepülés,2022,2222
Szentgyörgyvölgy,Kistelepülés,2022,1831
Nagycsepely,Kistelepülés,2022,1708
Szúcs,Kistelepülés,2022,2711
Batyk,Kistelepülés,2022,2138
Kisvejke,Kistelepülés,2022,2449
Nagytőke,Kistelepülés,2022,1456
Orosztony,Kistelepülés,2022,2618
Szamosújlak,Kistelepülés,2022,2348
Zsarolyán,Kistelepülés,2022,2578
Pornóapáti,Kistelepülés,2022,1423
Marcalgergelyi,Kistelepülés,2022,1848
Vashosszúfalu,Kistelepülés,2022,2075
Cserháthaláp,Kistelepülés,2022,2258
Szentgyörgyvár,Kistelepülés,2022,1141
Bátaapáti,Kistelepülés,2022,1385
Csánig,Kistelepülés,2022,1892
Nagypall,Kistelepülés,2022,1775
Pálmajor,Kistelepülés,2022,2881
Perőcsény,Kistelepülés,2022,2042
Tákos,Kistelepülés,2022,1851
Bodonhely,Kistelepülés,2022,1914
Borszörcsök,Kistelepülés,2022,2249
Zalaboldogfa,Kistelepülés,2022,1937
Nagydém,Kistelepülés,2022,2667
Ócsárd,Kistelepülés,2022,1874
Simonfa,Kistelepülés,2022,839
Gyepükaján,Kistelepülés,2022,2394
Vasszentmihály,Kistelepülés,2022,1426
Balatonudvari,Kistelepülés,2022,85
Felsőkelecsény,Kistelepülés,2022,2479
Kisapáti,Kistelepülés,2022,1554
Körösújfalu,Kistelepülés,2022,1467
Terény,Kistelepülés,2022,1028
Rönök,Kistelepülés,2022,1224
Adorjánháza,Kistelepülés,2022,2687
Belvárdgyula,Kistelepülés,2022,1096
Felsőregmec,Kistelepülés,2022,2865
Kisbárapáti,Kistelepülés,2022,2514
Vásárosmiske,Kistelepülés,2022,2498
Cserépváralja,Kistelepülés,2022,1282
Szabolcs,Kistelepülés,2022,1015
Szenta,Kistelepülés,2022,2377
Nemesvita,Kistelepülés,2022,1265
Fülpösdaróc,Kistelepülés,2022,1908
Gilvánfa,Kistelepülés,2022,2877
Hövej,Kistelepülés,2022,1489
Pere,Kistelepülés,2022,720
Vindornyaszőlős,Kistelepülés,2022,1587
Büssü,Kistelepülés,2022,2753
Fony,Kistelepülés,2022,2631
Kercseliget,Kistelepülés,2022,2801
Egervölgy,Kistelepülés,2022,2428
Mezőhék,Kistelepülés,2022,1935
Sand,Kistelepülés,2022,2288
Szőce,Kistelepülés,2022,1745
Csönge,Kistelepülés,2022,1629
Tiszadorogma,Kistelepülés,2022,1246
Alsószölnök,Kistelepülés,2022,1549
Csép,Kistelepülés,2022,2137
Gic,Kistelepülés,2022,1524
Vaskeresztes,Kistelepülés,2022,387
Ivád,Kistelepülés,2022,1393
Mihályfa,Kistelepülés,2022,1100
Petrikeresztúr,Kistelepülés,2022,1801
Szemenye,Kistelepülés,2022,2568
Szőkéd,Kistelepülés,2022,2370
Bakonya,Kistelepülés,2022,1332
Varsád,Kistelepülés,2022,2033
Zalaistvánd,Kistelepülés,2022,1837
Zalavég,Kistelepülés,2022,2050
Csesztve,Kistelepülés,2022,832
Aranyosgadány,Kistelepülés,2022,2505
Füzér,Kistelepülés,2022,792
Ófalu,Kistelepülés,2022,1783
Szava,Kistelepülés,2022,2634
Baktüttös,Kistelepülés,2022,2282
Und,Kistelepülés,2022,1883
Kisbajom,Kistelepülés,2022,2584
Somogyhatvan,Kistelepülés,2022,2559
Szentegát,Kistelepülés,2022,2223
Gór,Kistelepülés,2022,2161
Hedrehely,Kistelepülés,2022,2527
Szakonyfalu,Kistelepülés,2022,2142
Tormafölde,Kistelepülés,2022,1975
Csehimindszent,Kistelepülés,2022,1343
Gibárt,Kistelepülés,2022,1342
Kiskinizs,Kistelepülés,2022,2123
Nemeshany,Kistelepülés,2022,1949
Pápasalamon,Kistelepülés,2022,2454
Parádsasvár,Kistelepülés,2022,716
Kővágótöttös,Kistelepülés,2022,1763
Vasegerszeg,Kistelepülés,2022,2230
Görcsönydoboka,Kistelepülés,2022,1879
Katafa,Kistelepülés,2022,1845
Nemeskocs,Kistelepülés,2022,1656
Ömböly,Kistelepülés,2022,2780
Hagyárosbörönd,Kistelepülés,2022,1440
Hottó,Kistelepülés,2022,1400
Drávatamási,Kistelepülés,2022,2448
Nyőgér,Kistelepülés,2022,1535
Beret,Kistelepülés,2022,2840
Rózsafa,Kistelepülés,2022,2633
Szentbalázs,Kistelepülés,2022,982
Alsórajk,Kistelepülés,2022,2702
Lórév,Kistelepülés,2022,1420
Zics,Kistelepülés,2022,2327
Kismányok,Kistelepülés,2022,2402
Teklafalu,Kistelepülés,2022,2757
Csempeszkopács,Kistelepülés,2022,629
Csonkahegyhát,Kistelepülés,2022,1081
Kövegy,Kistelepülés,2022,1607
Mőcsény,Kistelepülés,2022,1742
Szarvaskő,Kistelepülés,2022,146
Császló,Kistelepülés,2022,2474
Kaposkeresztúr,Kistelepülés,2022,2625
Martonyi,Kistelepülés,2022,2268
Old,Kistelepülés,2022,2708
Vaspör,Kistelepülés,2022,2189
Endrőc,Kistelepülés,2022,2842
Gyugy,Kistelepülés,2022,2638
Iszkáz,Kistelepülés,2022,1428
Kazsok,Kistelepülés,2022,2671
Pénzesgyőr,Kistelepülés,2022,2025
Sikátor,Kistelepülés,2022,1856
Tompaládony,Kistelepülés,2022,2359
Fancsal,Kistelepülés,2022,1667
Egyházasharaszti,Kistelepülés,2022,2452
Gadna,Kistelepülés,2022,2883
Hernádkércs,Kistelepülés,2022,1255
Szilaspogony,Kistelepülés,2022,2353
Mikosszéplak,Kistelepülés,2022,2694
Pinnye,Kistelepülés,2022,1503
Répcevis,Kistelepülés,2022,1561
Köveskál,Kistelepülés,2022,1027
Oszlár,Kistelepülés,2022,1366
Rádóckölked,Kistelepülés,2022,2438
Nemescsó,Kistelepülés,2022,1963
Bögöte,Kistelepülés,2022,1560
Kisvaszar,Kistelepülés,2022,2741
Belecska,Kistelepülés,2022,2690
Dozmat,Kistelepülés,2022,1079
Szentdénes,Kistelepülés,2022,2644
Botykapeterd,Kistelepülés,2022,2668
Hollókő,Kistelepülés,2022,55
Kelevíz,Kistelepülés,2022,2319
Koppányszántó,Kistelepülés,2022,2418
Nyim,Kistelepülés,2022,1850
Románd,Kistelepülés,2022,1388
Gősfa,Kistelepülés,2022,2195
Kárász,Kistelepülés,2022,1757
Kertészsziget,Kistelepülés,2022,2433
Mikekarácsonyfa,Kistelepülés,2022,2875
Pápadereske,Kistelepülés,2022,1993
Fertőboz,Kistelepülés,2022,1212
Sajógalgóc,Kistelepülés,2022,1605
Csákány,Kistelepülés,2022,2729
Megyehíd,Kistelepülés,2022,1909
Pusztaottlaka,Kistelepülés,2022,2171
Uzsa,Kistelepülés,2022,804
Bácsszőlős,Kistelepülés,2022,2624
Bükkszentmárton,Kistelepülés,2022,1277
Nemesrádó,Kistelepülés,2022,2406
Szalatnak,Kistelepülés,2022,1648
Egeraracsa,Kistelepülés,2022,2297
Gadány,Kistelepülés,2022,2609
Milejszeg,Kistelepülés,2022,1803
Csataszög,Kistelepülés,2022,2295
Erdősmecske,Kistelepülés,2022,2468
Rinyaújlak,Kistelepülés,2022,2482
Szamosbecs,Kistelepülés,2022,1881
Matty,Kistelepülés,2022,2238
Felsőmocsolád,Kistelepülés,2022,1876
Magosliget,Kistelepülés,2022,2317
Mencshely,Kistelepülés,2022,707
Tiszavalk,Kistelepülés,2022,1014
Dámóc,Kistelepülés,2022,2812
Hegymagas,Kistelepülés,2022,1326
Lesencefalu,Kistelepülés,2022,2245
Nemessándorháza,Kistelepülés,2022,1938
Petrivente,Kistelepülés,2022,1844
Hencse,Kistelepülés,2022,2183
Kőszegdoroszló,Kistelepülés,2022,1651
Nagytótfalu,Kistelepülés,2022,2647
Vasalja,Kistelepülés,2022,2147
Nagykinizs,Kistelepülés,2022,2343
Szenyér,Kistelepülés,2022,2743
Bakonypéterd,Kistelepülés,2022,1498
Bódvalenke,Kistelepülés,2022,2884
Kissikátor,Kistelepülés,2022,2560
Dörgicse,Kistelepülés,2022,206
Füzérradvány,Kistelepülés,2022,2272
Ősagárd,Kistelepülés,2022,1886
Told,Kistelepülés,2022,2773
Bélavár,Kistelepülés,2022,1960
Nemeshetés,Kistelepülés,2022,2111
Cák,Kistelepülés,2022,1513
Csehbánya,Kistelepülés,2022,1430
Oroszló,Kistelepülés,2022,2084
Pápoc,Kistelepülés,2022,2407
Szente,Kistelepülés,2022,539
Bozzai,Kistelepülés,2022,2396
Egyházashetye,Kistelepülés,2022,1706
Gordisa,Kistelepülés,2022,2737
Kisszékely,Kistelepülés,2022,1906
Korlát,Kistelepülés,2022,2574
Mucsfa,Kistelepülés,2022,2506
Bocska,Kistelepülés,2022,2611
Fedémes,Kistelepülés,2022,2658
Füzérkomlós,Kistelepülés,2022,1766
Örménykút,Kistelepülés,2022,913
Drágszél,Kistelepülés,2022,2172
Magyarmecske,Kistelepülés,2022,2169
Szebény,Kistelepülés,2022,2264
Nagyváty,Kistelepülés,2022,2740
Tömörd,Kistelepülés,2022,1898
Vilyvitány,Kistelepülés,2022,2550
Kistótfalu,Kistelepülés,2022,1925
Zalaszentjakab,Kistelepülés,2022,2607
Sopronnémeti,Kistelepülés,2022,1383
Szamostatárfalva,Kistelepülés,2022,2648
Zádor,Kistelepülés,2022,2742
Kátoly,Kistelepülés,2022,2409
Kisnamény,Kistelepülés,2022,2654
Lovászhetény,Kistelepülés,2022,2778
Sobor,Kistelepülés,2022,1759
Ukk,Kistelepülés,2022,1573
Fonó,Kistelepülés,2022,1746
Hetefejércse,Kistelepülés,2022,2587
Szilágy,Kistelepülés,2022,2494
Tormásliget,Kistelepülés,2022,2388
Vászoly,Kistelepülés,2022,949
Alsódobsza,Kistelepülés,2022,1078
Téseny,Kistelepülés,2022,2861
Tiszabábolna,Kistelepülés,2022,310
Karakószörcsök,Kistelepülés,2022,2384
Pácsony,Kistelepülés,2022,2486
Kacsóta,Kistelepülés,2022,2048
Nagyhajmás,Kistelepülés,2022,1683
Nemeskeresztúr,Kistelepülés,2022,2285
Kásád,Kistelepülés,2022,2588
Patapoklosi,Kistelepülés,2022,2831
Borsodgeszt,Kistelepülés,2022,1005
Garé,Kistelepülés,2022,2652
Somlójenő,Kistelepülés,2022,2365
Hejőkürt,Kistelepülés,2022,192
Csabaszabadi,Kistelepülés,2022,2235
Kérsemjén,Kistelepülés,2022,2444
Nyomár,Kistelepülés,2022,2421
Patalom,Kistelepülés,2022,2030
Uppony,Kistelepülés,2022,1871
Dövény,Kistelepülés,2022,2437
Dunaremete,Kistelepülés,2022,1520
Kistormás,Kistelepülés,2022,1658
Pötréte,Kistelepülés,2022,2379
Kispáli,Kistelepülés,2022,1210
Böde,Kistelepülés,2022,1901
Bugacpusztaháza,Kistelepülés,2022,2146
Gyügye,Kistelepülés,2022,2286
Vámoscsalád,Kistelepülés,2022,2036
Alsómocsolád,Kistelepülés,2022,474
Csömend,Kistelepülés,2022,2219
Kerkabarabás,Kistelepülés,2022,2239
Kislippó,Kistelepülés,2022,2385
Magyarnádalja,Kistelepülés,2022,2429
Olcsvaapáti,Kistelepülés,2022,2058
Döbrönte,Kistelepülés,2022,1263
Udvari,Kistelepülés,2022,2754
Bedő,Kistelepülés,2022,887
Heresznye,Kistelepülés,2022,2313
Lácacséke,Kistelepülés,2022,2532
Répceszemere,Kistelepülés,2022,1333
Pusztacsalád,Kistelepülés,2022,2168
Ládbesenyő,Kistelepülés,2022,1964
Mesteri,Kistelepülés,2022,2293
Szőkedencs,Kistelepülés,2022,2330
Veszprémgalsa,Kistelepülés,2022,2063
Csibrák,Kistelepülés,2022,2598
Bakóca,Kistelepülés,2022,2220
Csombárd,Kistelepülés,2022,1815
Iklódbördőce,Kistelepülés,2022,2156
Mánd,Kistelepülés,2022,1951
Drávapalkonya,Kistelepülés,2022,2836
Hásságy,Kistelepülés,2022,1128
Balatoncsicsó,Kistelepülés,2022,920
Ganna,Kistelepülés,2022,1146
Halogy,Kistelepülés,2022,2666
Hegyhátszentjakab,Kistelepülés,2022,1269
Magyarsarlós,Kistelepülés,2022,1977
Misefa,Kistelepülés,2022,1274
Árpás,Kistelepülés,2022,1240
Diósberény,Kistelepülés,2022,1533
Nagygeresd,Kistelepülés,2022,2547
Szabadi,Kistelepülés,2022,2055
Veszprémfajsz,Kistelepülés,2022,2301
Erzsébet,Kistelepülés,2022,1700
Felsőmarác,Kistelepülés,2022,1860
Porrogszentkirály,Kistelepülés,2022,1479
Pósfa,Kistelepülés,2022,1599
Závod,Kistelepülés,2022,2136
Szergény,Kistelepülés,2022,2312
Kishuta,Kistelepülés,2022,2200
Szegi,Kistelepülés,2022,884
Miszla,Kistelepülés,2022,2216
Nemesrempehollós,Kistelepülés,2022,2411
Sáska,Kistelepülés,2022,2496
Bókaháza,Kistelepülés,2022,1521
Viszák,Kistelepülés,2022,1516
Abaújvár,Kistelepülés,2022,2420
Mátyus,Kistelepülés,2022,2686
Újireg,Kistelepülés,2022,1900
Bakonyszücs,Kistelepülés,2022,1495
Detek,Kistelepülés,2022,2528
Folyás,Kistelepülés,2022,2503
Kéked,Kistelepülés,2022,2017
Lénárddaróc,Kistelepülés,2022,2674
Nemesszentandrás,Kistelepülés,2022,1872
Pórszombat,Kistelepülés,2022,1781
Rakacaszend,Kistelepülés,2022,2864
Zalaszentlőrinc,Kistelepülés,2022,1253
Zók,Kistelepülés,2022,2649
Kenéz,Kistelepülés,2022,1917
Mekényes,Kistelepülés,2022,2085
Gelsesziget,Kistelepülés,2022,2391
Hollád,Kistelepülés,2022,2510
Szulimán,Kistelepülés,2022,2685
Gyöngyösmellék,Kistelepülés,2022,1712
Monaj,Kistelepülés,2022,2551
Homokkomárom,Kistelepülés,2022,2110
Négyes,Kistelepülés,2022,517
Pamuk,Kistelepülés,2022,2493
Nagyrákos,Kistelepülés,2022,1576
Szentliszló,Kistelepülés,2022,2344
Tormás,Kistelepülés,2022,2518
Dubicsány,Kistelepülés,2022,1297
Raposka,Kistelepülés,2022,2079
Merenye,Kistelepülés,2022,2722
Nemespátró,Kistelepülés,2022,2440
Túrony,Kistelepülés,2022,2523
Patosfa,Kistelepülés,2022,2566
Szentistvánbaksa,Kistelepülés,2022,2144
Kisdobsza,Kistelepülés,2022,2069
Nagykeresztúr,Kistelepülés,2022,1606
Resznek,Kistelepülés,2022,1675
Sámsonháza,Kistelepülés,2022,1129
Gerényes,Kistelepülés,2022,2752
Palkonya,Kistelepülés,2022,1292
Rátót,Kistelepülés,2022,875
Béb,Kistelepülés,2022,1546
Köcsk,Kistelepülés,2022,1968
Sárazsadány,Kistelepülés,2022,2252
Szűr,Kistelepülés,2022,1559
Újvárfalva,Kistelepülés,2022,2311
Kávás,Kistelepülés,2022,1836
Aka,Kistelepülés,2022,1722
Bodmér,Kistelepülés,2022,636
Kemestaródfa,Kistelepülés,2022,1622
Csatka,Kistelepülés,2022,1510
Hirics,Kistelepülés,2022,2756
Lothárd,Kistelepülés,2022,1311
Hernádcéce,Kistelepülés,2022,2833
Magyarszombatfa,Kistelepülés,2022,1351
Zselickisfalud,Kistelepülés,2022,1048
Csehi,Kistelepülés,2022,2556
Felsőberecki,Kistelepülés,2022,2424
Kisbabot,Kistelepülés,2022,1528
Szárazd,Kistelepülés,2022,2682
Kovácshida,Kistelepülés,2022,2580
Lispeszentadorján,Kistelepülés,2022,2023
Hermánszeg,Kistelepülés,2022,2478
Alsótold,Kistelepülés,2022,383
Komlóska,Kistelepülés,2022,1183
Zalaerdőd,Kistelepülés,2022,2358
Kastélyosdombó,Kistelepülés,2022,2620
Magyarszentmiklós,Kistelepülés,2022,1730
Zala,Kistelepülés,2022,1541
Csáfordjánosfa,Kistelepülés,2022,2663
Duka,Kistelepülés,2022,1889
Kisszentmárton,Kistelepülés,2022,2653
Sorkikápolna,Kistelepülés,2022,1558
Illocska,Kistelepülés,2022,2839
Kilimán,Kistelepülés,2022,2233
Szegilong,Kistelepülés,2022,1512
Andrásfa,Kistelepülés,2022,2472
Bogdása,Kistelepülés,2022,2650
Jósvafő,Kistelepülés,2022,553
Tiszatardos,Kistelepülés,2022,1727
Damak,Kistelepülés,2022,2392
Dúzs,Kistelepülés,2022,2197
Kerecseny,Kistelepülés,2022,2589
Kiskassa,Kistelepülés,2022,2541
Mindszentkálla,Kistelepülés,2022,1109
Oltárc,Kistelepülés,2022,2670
Tarnaszentmária,Kistelepülés,2022,736
Borgáta,Kistelepülés,2022,1063
Nagypirit,Kistelepülés,2022,2305
Bonnya,Kistelepülés,2022,1624
Hajmás,Kistelepülés,2022,2590
Kissomlyó,Kistelepülés,2022,1649
Alsóbogát,Kistelepülés,2022,2414
Márkháza,Kistelepülés,2022,1778
Somogyviszló,Kistelepülés,2022,2776
Zsujta,Kistelepülés,2022,1825
Jágónak,Kistelepülés,2022,2751
Nemeske,Kistelepülés,2022,2746
Piskó,Kistelepülés,2022,2758
Sóstófalva,Kistelepülés,2022,1894
Gálosfa,Kistelepülés,2022,1864
Hejce,Kistelepülés,2022,1384
Kisecset,Kistelepülés,2022,2210
Lulla,Kistelepülés,2022,1808
Polány,Kistelepülés,2022,1501
Bakonyszentiván,Kistelepülés,2022,2346
Cserénfa,Kistelepülés,2022,2107
Murarátka,Kistelepülés,2022,2350
Abaújszolnok,Kistelepülés,2022,2878
Tiszacsécse,Kistelepülés,2022,1959
Rábatöttös,Kistelepülés,2022,1681
Ellend,Kistelepülés,2022,1432
Horvátlövő,Kistelepülés,2022,2318
Szakadát,Kistelepülés,2022,2300
Villánykövesd,Kistelepülés,2022,673
Hernádpetri,Kistelepülés,2022,2816
Martonfa,Kistelepülés,2022,903
Őrimagyarósd,Kistelepülés,2022,2487
Békás,Kistelepülés,2022,2020
Nyugotszenterzsébet,Kistelepülés,2022,2862
Gagyvendégi,Kistelepülés,2022,2735
Peterd,Kistelepülés,2022,2539
Tomor,Kistelepülés,2022,2062
Tornaszentjakab,Kistelepülés,2022,2632
Vinár,Kistelepülés,2022,2281
Chernelházadamonya,Kistelepülés,2022,1978
Egeralja,Kistelepülés,2022,1822
Zajk,Kistelepülés,2022,2781
Zsédeny,Kistelepülés,2022,1931
Bisse,Kistelepülés,2022,2236
Felsőgagy,Kistelepülés,2022,2788
Zaláta,Kistelepülés,2022,2525
Bucsuta,Kistelepülés,2022,1852
Hernádszurdok,Kistelepülés,2022,1161
Vének,Kistelepülés,2022,864
Szaporca,Kistelepülés,2022,2513
Tótújfalu,Kistelepülés,2022,2811
Meszlen,Kistelepülés,2022,1610
Szalafő,Kistelepülés,2022,1209
Karakó,Kistelepülés,2022,2006
Szakácsi,Kistelepülés,2022,2871
Visnye,Kistelepülés,2022,2665
Gagybátor,Kistelepülés,2022,2818
Teleki,Kistelepülés,2022,2389
Terpes,Kistelepülés,2022,2768
Vigántpetend,Kistelepülés,2022,1493
Ecseny,Kistelepülés,2022,2340
Köblény,Kistelepülés,2022,1760
Öcs,Kistelepülés,2022,1896
Petőmihályfa,Kistelepülés,2022,1795
Szarvaskend,Kistelepülés,2022,2345
Szegerdő,Kistelepülés,2022,2553
Tékes,Kistelepülés,2022,2793
Ipacsfa,Kistelepülés,2022,2521
Kisrozvágy,Kistelepülés,2022,2657
Nóráp,Kistelepülés,2022,1802
Lickóvadamos,Kistelepülés,2022,2655
Lúzsok,Kistelepülés,2022,2855
Rigács,Kistelepülés,2022,2805
Szilvágy,Kistelepülés,2022,2393
Torvaj,Kistelepülés,2022,2101
Pat,Kistelepülés,2022,1911
Kistapolca,Kistelepülés,2022,2349
Kőszegpaty,Kistelepülés,2022,1586
Pusztaberki,Kistelepülés,2022,2117
Újlőrincfalva,Kistelepülés,2022,1790
Bózsva,Kistelepülés,2022,1340
